year,month,ENSO,field_4,field_5,field_6
1954,DEC,1.4,,,
1954,Annual_average,0.45,,,
1955,JAN,-0.5,,,
1955,FEB,1.9,,,
1955,MAR,0.6,,,
1955,APR,-0.1,,,
1955,MAY,1,,,
1955,JUN,1.3,,,
1955,JUL,1.6,,,
1955,AUG,1.5,,,
1955,SEP,1.3,,,
1955,OCT,1.5,,,
1955,NOV,1.2,,,
1955,DEC,1,,,
1955,Annual_average,1.025,,,
1956,JAN,1.3,,,
1956,FEB,1.6,,,
1956,MAR,1.3,,,
1956,APR,0.9,,,
1956,MAY,1.4,,,
1956,JUN,1.1,,,
1956,JUL,1.1,,,
1956,AUG,1.2,,,
1956,SEP,0.1,,,
1956,OCT,1.8,,,
1956,NOV,0.2,,,
1956,DEC,1.1,,,
1956,Annual_average,1.091666667,,,
1957,JAN,0.6,,,
1957,FEB,-0.1,,,
1957,MAR,0.2,,,
1957,APR,0.2,,,
1957,MAY,-0.7,,,
1957,JUN,0.2,,,
1957,JUL,0.2,,,
1957,AUG,-0.5,,,
1957,SEP,-0.9,,,
1957,OCT,0,,,
1957,NOV,-1,,,
1957,DEC,-0.3,,,
1957,Annual_average,-0.175,,,
1958,JAN,-1.9,,,
1958,FEB,-0.5,,,
1958,MAR,0.3,,,
1958,APR,0.4,,,
1958,MAY,-0.5,,,
1958,JUN,0.3,,,
1958,JUL,0.4,,,
1958,AUG,0.9,,,
1958,SEP,-0.3,,,
1958,OCT,0.1,,,
1958,NOV,-0.4,,,
1958,DEC,-0.6,,,
1958,Annual_average,-0.15,,,
1959,JAN,-0.9,,,
1959,FEB,-1.4,,,
1959,MAR,1.3,,,
1959,APR,0.4,,,
1959,MAY,0.5,,,
1959,JUN,-0.1,,,
1959,JUL,-0.3,,,
1959,AUG,-0.1,,,
1959,SEP,0,,,
1959,OCT,0.5,,,
1959,NOV,0.9,,,
1959,DEC,0.9,,,
1959,Annual_average,0.141666667,,,
1960,JAN,0.1,,,
1960,FEB,0.1,,,
1960,MAR,1,,,
1960,APR,0.8,,,
1960,MAY,0.5,,,
1960,JUN,0.1,,,
1960,JUL,0.5,,,
1960,AUG,0.8,,,
1960,SEP,0.7,,,
1960,OCT,0.1,,,
1960,NOV,0.5,,,
1960,DEC,0.8,,,
1960,Annual_average,0.5,,,
1961,JAN,-0.3,,,
1961,FEB,0.9,,,
1961,MAR,-1.8,,,
1961,APR,0.8,,,
1961,MAY,0.3,,,
1961,JUN,0.1,,,
1961,JUL,0.2,,,
1961,AUG,0.2,,,
1961,SEP,0.1,,,
1961,OCT,-0.3,,,
1961,NOV,0.5,,,
1961,DEC,1.5,,,
1961,Annual_average,0.183333333,,,
1962,JAN,2,,,
1962,FEB,-0.3,,,
1962,MAR,0.1,,,
1962,APR,0.2,,,
1962,MAY,1.1,,,
1962,JUN,0.7,,,
1962,JUL,0.1,,,
1962,AUG,0.6,,,
1962,SEP,0.4,,,
1962,OCT,1,,,
1962,NOV,0.3,,,
1962,DEC,0.2,,,
1962,Annual_average,0.533333333,,,
1963,JAN,1,,,
1963,FEB,0.6,,,
1963,MAR,1.1,,,
1963,APR,0.8,,,
1963,MAY,0.4,,,
1963,JUN,-0.5,,,
1963,JUL,-0.1,,,
1963,AUG,0,,,
1963,SEP,-0.6,,,
1963,OCT,-1.2,,,
1963,NOV,-0.8,,,
1963,DEC,-1.2,,,
1963,Annual_average,-0.041666667,,,
1964,JAN,-0.4,,,
1964,FEB,0,,,
1964,MAR,1.1,,,
1964,APR,1.1,,,
1964,MAY,0.2,,,
1964,JUN,0.8,,,
1964,JUL,0.6,,,
1964,AUG,1.5,,,
1964,SEP,1.3,,,
1964,OCT,1.3,,,
1964,NOV,0.2,,,
1964,DEC,-0.3,,,
1964,Annual_average,0.616666667,,,
1965,JAN,-0.4,,,
1965,FEB,0.4,,,
1965,MAR,0.8,,,
1965,APR,-0.5,,,
1965,MAY,0.2,,,
1965,JUN,-0.6,,,
1965,JUL,-1.8,,,
1965,AUG,-0.7,,,
1965,SEP,-1.3,,,
1965,OCT,-0.9,,,
1965,NOV,-1.5,,,
1965,DEC,0.2,,,
1965,Annual_average,-0.508333333,,,
1966,JAN,-1.3,,,
1966,FEB,-0.2,,,
1966,MAR,-0.9,,,
1966,APR,-0.2,,,
1966,MAY,-0.4,,,
1966,JUN,0.3,,,
1966,JUL,0.1,,,
1966,AUG,0.6,,,
1966,SEP,-0.2,,,
1966,OCT,-0.1,,,
1966,NOV,0,,,
1966,DEC,-0.3,,,
1966,Annual_average,-0.216666667,,,
1967,JAN,1.7,,,
1967,FEB,1.7,,,
1967,MAR,1.2,,,
1967,APR,0,,,
1967,MAY,0,,,
1967,JUN,0.6,,,
1967,JUL,0.2,,,
1967,AUG,0.7,,,
1967,SEP,0.5,,,
1967,OCT,0.1,,,
1967,NOV,-0.4,,,
1967,DEC,-0.6,,,
1967,Annual_average,0.475,,,
1968,JAN,0.5,,,
1968,FEB,1.3,,,
1968,MAR,0.1,,,
1968,APR,0,,,
1968,MAY,1.2,,,
1968,JUN,1.1,,,
1968,JUL,0.7,,,
1968,AUG,0.3,,,
1968,SEP,-0.3,,,
1968,OCT,-0.1,,,
1968,NOV,-0.3,,,
1968,DEC,0.2,,,
1968,Annual_average,0.391666667,,,
1969,JAN,-1.5,,,
1969,FEB,-0.5,,,
1969,MAR,0.4,,,
1969,APR,-0.4,,,
1969,MAY,-0.2,,,
1969,JUN,0.2,,,
1969,JUL,-0.5,,,
1969,AUG,-0.1,,,
1969,SEP,-1,,,
1969,OCT,-0.9,,,
1969,NOV,-0.1,,,
1969,DEC,0.4,,,
1969,Annual_average,-0.35,,,
1970,JAN,-1.1,,,
1970,FEB,-1,,,
1970,MAR,0.6,,,
1970,APR,-0.1,,,
1970,MAY,0.4,,,
1970,JUN,1,,,
1970,JUL,-0.4,,,
1970,AUG,0.6,,,
1970,SEP,1.2,,,
1970,OCT,1,,,
1970,NOV,1.6,,,
1970,DEC,1.9,,,
1970,Annual_average,0.475,,,
1971,JAN,0.4,,,
1971,FEB,2,,,
1971,MAR,2.3,,,
1971,APR,1.7,,,
1971,MAY,0.9,,,
1971,JUN,0.4,,,
1971,JUL,0.2,,,
1971,AUG,1.5,,,
1971,SEP,1.4,,,
1971,OCT,1.7,,,
1971,NOV,0.5,,,
1971,DEC,0.3,,,
1971,Annual_average,1.108333333,,,
1972,JAN,0.5,,,
1972,FEB,1.1,,,
1972,MAR,0.6,,,
1972,APR,-0.1,,,
1972,MAY,-1.6,,,
1972,JUN,-0.5,,,
1972,JUL,-1.4,,,
1972,AUG,-0.5,,,
1972,SEP,-1.4,,,
1972,OCT,-0.9,,,
1972,NOV,-0.3,,,
1972,DEC,-1.3,,,
1972,Annual_average,-0.483333333,,,
1973,JAN,-0.3,,,
1973,FEB,-1.4,,,
1973,MAR,0.7,,,
1973,APR,0.1,,,
1973,MAY,0.4,,,
1973,JUN,1.1,,,
1973,JUL,0.6,,,
1973,AUG,1.3,,,
1973,SEP,1.2,,,
1973,OCT,0.8,,,
1973,NOV,2.6,,,
1973,DEC,1.8,,,
1973,Annual_average,0.741666667,,,
1974,JAN,2.4,,,
1974,FEB,2.1,,,
1974,MAR,2.4,,,
1974,APR,0.9,,,
1974,MAY,1,,,
1974,JUN,0.4,,,
1974,JUL,1.1,,,
1974,AUG,0.8,,,
1974,SEP,1.1,,,
1974,OCT,0.9,,,
1974,NOV,-0.1,,,
1974,DEC,0.2,,,
1974,Annual_average,1.1,,,
1975,JAN,-0.5,,,
1975,FEB,0.8,,,
1975,MAR,1.6,,,
1975,APR,1.2,,,
1975,MAY,0.6,,,
1975,JUN,1.3,,,
1975,JUL,1.9,,,
1975,AUG,2,,,
1975,SEP,2.1,,,
1975,OCT,1.7,,,
1975,NOV,1.2,,,
1975,DEC,2.1,,,
1975,Annual_average,1.333333333,,,
1976,JAN,1.4,,,
1976,FEB,1.7,,,
1976,MAR,1.7,,,
1976,APR,0.3,,,
1976,MAY,0.4,,,
1976,JUN,0.3,,,
1976,JUL,-0.9,,,
1976,AUG,-0.8,,,
1976,SEP,-1.1,,,
1976,OCT,0.4,,,
1976,NOV,0.7,,,
1976,DEC,-0.3,,,
1976,Annual_average,0.316666667,,,
1977,JAN,-0.4,,,
1977,FEB,1.2,,,
1977,MAR,-0.5,,,
1977,APR,-0.4,,,
1977,MAY,-0.5,,,
1977,JUN,-0.9,,,
1977,JUL,-1.1,,,
1977,AUG,-0.8,,,
1977,SEP,-0.8,,,
1977,OCT,-1,,,
1977,NOV,-1.3,,,
1977,DEC,-1.1,,,
1977,Annual_average,-0.633333333,,,
1978,JAN,-0.3,,,
1978,FEB,-2.7,,,
1978,MAR,-0.2,,,
1978,APR,-0.3,,,
1978,MAY,1.4,,,
1978,JUN,0.7,,,
1978,JUL,0.6,,,
1978,AUG,0.4,,,
1978,SEP,0.1,,,
1978,OCT,-0.4,,,
1978,NOV,0,,,
1978,DEC,-0.1,,,
1978,Annual_average,-0.066666667,,,
1979,JAN,-0.4,,,
1979,FEB,1,,,
1979,MAR,0.1,,,
1979,APR,-0.1,,,
1979,MAY,0.5,,,
1979,JUN,0.6,,,
1979,JUL,1.3,,,
1979,AUG,-0.2,,,
1979,SEP,0.1,,,
1979,OCT,-0.1,,,
1979,NOV,-0.4,,,
1979,DEC,-0.7,,,
1979,Annual_average,0.141666667,,,
1980,JAN,0.4,,,
1980,FEB,0.3,,,
1980,MAR,-0.4,,,
1980,APR,-0.6,,,
1980,MAY,0,,,
1980,JUN,0,,,
1980,JUL,0,,,
1980,AUG,0.4,,,
1980,SEP,-0.5,,,
1980,OCT,0,,,
1980,NOV,-0.3,,,
1980,DEC,-0.1,,,
1980,Annual_average,-0.066666667,,,
1981,JAN,0.4,,,
1981,FEB,-0.2,,,
1981,MAR,-1.3,,,
1981,APR,-0.1,,,
1981,MAY,0.8,,,
1981,JUN,1.2,,,
1981,JUL,0.8,,,
1981,AUG,0.7,,,
1981,SEP,0.3,,,
1981,OCT,-0.4,,,
1981,NOV,0.2,,,
1981,DEC,0.5,,,
1981,Annual_average,0.241666667,,,
1982,JAN,1.2,,,
1982,FEB,0.3,,,
1982,MAR,0.6,,,
1982,APR,0.1,,,
1982,MAY,-0.3,,,
1982,JUN,-1,,,
1982,JUL,-1.5,,,
1982,AUG,-1.7,,,
1982,SEP,-1.7,,,
1982,OCT,-1.7,,,
1982,NOV,-2.6,,,
1982,DEC,-2.2,,,
1982,Annual_average,-0.875,,,
1983,JAN,-3.5,,,
1983,FEB,-3.6,,,
1983,MAR,-2.4,,,
1983,APR,-0.9,,,
1983,MAY,0.6,,,
1983,JUN,0,,,
1983,JUL,-0.6,,,
1983,AUG,0.1,,,
1983,SEP,0.9,,,
1983,OCT,0.4,,,
1983,NOV,-0.1,,,
1983,DEC,0,,,
1983,Annual_average,-0.758333333,,,
1984,JAN,0.2,,,
1984,FEB,0.9,,,
1984,MAR,-0.2,,,
1984,APR,0.3,,,
1984,MAY,0.2,,,
1984,JUN,-0.3,,,
1984,JUL,0.2,,,
1984,AUG,0.4,,,
1984,SEP,0.1,,,
1984,OCT,-0.3,,,
1984,NOV,0.3,,,
1984,DEC,-0.1,,,
2012,JAN,1.1,,,
1984,Annual_average,0.141666667,,,
1985,JAN,-0.3,,,
1985,FEB,1.2,,,
1985,MAR,0.8,,,
1985,APR,1.2,,,
1985,MAY,0.4,,,
1985,JUN,-0.4,,,
1985,JUL,-0.1,,,
1985,AUG,1,,,
1985,SEP,0,,,
1985,OCT,-0.4,,,
1985,NOV,-0.2,,,
1985,DEC,0.2,,,
1985,Annual_average,0.283333333,,,
1986,JAN,1,,,
1986,FEB,-1,,,
1986,MAR,0.5,,,
1986,APR,0.3,,,
1986,MAY,-0.2,,,
1986,JUN,1,,,
1986,JUL,0.3,,,
1986,AUG,-0.4,,,
1986,SEP,-0.5,,,
1986,OCT,0.6,,,
1986,NOV,-1.2,,,
1986,DEC,-1.4,,,
1986,Annual_average,-0.083333333,,,
1987,JAN,-0.7,,,
1987,FEB,-1.2,,,
1987,MAR,-1.3,,,
1987,APR,-1.4,,,
1987,MAY,-1.3,,,
1987,JUN,-1.1,,,
1987,JUL,-1.4,,,
1987,AUG,-0.9,,,
1987,SEP,-1,,,
1987,OCT,-0.4,,,
1987,NOV,0,,,
1987,DEC,-0.5,,,
1987,Annual_average,-0.933333333,,,
1988,JAN,-0.1,,,
1988,FEB,-0.4,,,
1988,MAR,0.6,,,
1988,APR,0.1,,,
1988,MAY,0.9,,,
1988,JUN,0.1,,,
1988,JUL,1,,,
1988,AUG,1.5,,,
1988,SEP,1.8,,,
1988,OCT,1.4,,,
1988,NOV,1.7,,,
1988,DEC,1.2,,,
1988,Annual_average,0.816666667,,,
1989,JAN,1.5,,,
1989,FEB,1.2,,,
1989,MAR,1.1,,,
1989,APR,1.6,,,
1989,MAY,1.2,,,
1989,JUN,0.7,,,
1989,JUL,0.9,,,
1989,AUG,-0.3,,,
1989,SEP,0.5,,,
1989,OCT,0.8,,,
1989,NOV,-0.2,,,
1989,DEC,-0.5,,,
1989,Annual_average,0.708333333,,,
1990,JAN,-0.1,,,
1990,FEB,-1.8,,,
1990,MAR,-0.4,,,
1990,APR,0.2,,,
1990,MAY,1.2,,,
1990,JUN,0.3,,,
1990,JUL,0.5,,,
1990,AUG,-0.2,,,
1990,SEP,-0.7,,,
1990,OCT,0.3,,,
1990,NOV,-0.5,,,
1990,DEC,-0.2,,,
1990,Annual_average,-0.116666667,,,
1991,JAN,0.6,,,
1991,FEB,0.3,,,
1991,MAR,-0.7,,,
1991,APR,-0.6,,,
1991,MAY,-1,,,
1991,JUN,-0.1,,,
1991,JUL,0,,,
1991,AUG,-0.4,,,
1991,SEP,-1.5,,,
1991,OCT,-1,,,
1991,NOV,-0.7,,,
1991,DEC,-1.8,,,
1991,Annual_average,-0.575,,,
1992,JAN,-2.9,,,
1992,FEB,-0.9,,,
1992,MAR,-2,,,
1992,APR,-1,,,
1992,MAY,0.3,,,
1992,JUN,-0.6,,,
1992,JUL,-0.6,,,
1992,AUG,0.4,,,
1992,SEP,0.1,,,
1992,OCT,-1.4,,,
1992,NOV,-0.7,,,
1992,DEC,-0.6,,,
1992,Annual_average,-0.825,,,
1993,JAN,-0.9,,,
1993,FEB,-0.7,,,
1993,MAR,-0.5,,,
1993,APR,-1.2,,,
1993,MAY,-0.3,,,
1993,JUN,-0.8,,,
1993,JUL,-0.8,,,
1993,AUG,-0.9,,,
1993,SEP,-0.7,,,
1993,OCT,-1.1,,,
1993,NOV,-0.1,,,
1993,DEC,0.2,,,
2012,FEB,0.5,,,
1993,Annual_average,-0.65,,,
1994,JAN,-0.1,,,
1994,FEB,0.3,,,
1994,MAR,-0.7,,,
1994,APR,-1.3,,,
1994,MAY,-0.7,,,
1994,JUN,-0.4,,,
1994,JUL,-1.3,,,
1994,AUG,-1.2,,,
1994,SEP,-1.6,,,
1994,OCT,-1.1,,,
1994,NOV,-0.6,,,
1994,DEC,-1.2,,,
1994,Annual_average,-0.825,,,
1995,JAN,-0.4,,,
1995,FEB,-0.1,,,
1995,MAR,0.8,,,
1995,APR,-0.7,,,
1995,MAY,-0.4,,,
1995,JUN,0.1,,,
1995,JUL,0.4,,,
1995,AUG,0.3,,,
1995,SEP,0.3,,,
1995,OCT,0,,,
1995,NOV,0,,,
1995,DEC,-0.5,,,
1995,Annual_average,-0.016666667,,,
1996,JAN,1,,,
1996,FEB,0.3,,,
1996,MAR,1.1,,,
1996,APR,0.8,,,
1996,MAY,0.3,,,
1996,JUN,1.2,,,
1996,JUL,0.7,,,
1996,AUG,0.7,,,
1996,SEP,0.6,,,
1996,OCT,0.6,,,
1996,NOV,-0.1,,,
1996,DEC,0.9,,,
1996,Annual_average,0.675,,,
1997,JAN,0.5,,,
1997,FEB,1.7,,,
1997,MAR,-0.4,,,
1997,APR,-0.6,,,
1997,MAY,-1.3,,,
1997,JUN,-1.4,,,
1997,JUL,-0.8,,,
1997,AUG,-1.4,,,
1997,SEP,-1.4,,,
1997,OCT,-1.5,,,
1997,NOV,-1.2,,,
1997,DEC,-1,,,
1997,Annual_average,-0.733333333,,,
1998,JAN,-2.7,,,
1998,FEB,-2,,,
1998,MAR,-2.4,,,
1998,APR,-1.4,,,
1998,MAY,0.3,,,
1998,JUN,1,,,
1998,JUL,1.2,,,
1998,AUG,1.2,,,
1998,SEP,1,,,
1998,OCT,1.1,,,
1998,NOV,1,,,
1998,DEC,1.4,,,
1998,Annual_average,-0.025,,,
1999,JAN,1.8,,,
1999,FEB,1,,,
1999,MAR,1.3,,,
1999,APR,1.4,,,
1999,MAY,0.2,,,
1999,JUN,0.3,,,
1999,JUL,0.5,,,
1999,AUG,0.4,,,
1999,SEP,-0.1,,,
1999,OCT,1,,,
1999,NOV,1,,,
1999,DEC,1.4,,,
2009,JAN,1.1,,,
1999,Annual_average,0.85,,,
2000,JAN,0.7,,,
2000,FEB,1.7,,,
2000,MAR,1.3,,,
2000,APR,1.2,,,
2000,MAY,0.4,,,
2000,JUN,-0.2,,,
2000,JUL,-0.2,,,
2000,AUG,0.7,,,
2000,SEP,0.9,,,
2000,OCT,1.1,,,
2000,NOV,1.8,,,
2000,DEC,0.8,,,
2000,Annual_average,0.85,,,
2001,JAN,1,,,
2001,FEB,1.7,,,
2001,MAR,0.9,,,
2001,APR,0.2,,,
2001,MAY,-0.5,,,
2001,JUN,0.3,,,
2001,JUL,-0.2,,,
2001,AUG,-0.4,,,
2001,SEP,0.2,,,
2001,OCT,0,,,
2001,NOV,0.7,,,
2001,DEC,-0.8,,,
2001,Annual_average,0.258333333,,,
2002,JAN,0.4,,,
2002,FEB,1.1,,,
2002,MAR,-0.2,,,
2002,APR,-0.1,,,
2002,MAY,-0.8,,,
2002,JUN,-0.2,,,
2002,JUL,-0.5,,,
2002,AUG,-1,,,
2002,SEP,-0.6,,,
2002,OCT,-0.4,,,
2002,NOV,-0.5,,,
2002,DEC,-1.1,,,
2002,Annual_average,-0.325,,,
2003,JAN,-0.2,,,
2003,FEB,-0.7,,,
2003,MAR,-0.3,,,
2003,APR,-0.1,,,
2003,MAY,-0.3,,,
2003,JUN,-0.6,,,
2003,JUL,0.3,,,
2003,AUG,0.1,,,
2003,SEP,-0.1,,,
2003,OCT,0,,,
2003,NOV,-0.3,,,
2003,DEC,1.1,,,
2003,Annual_average,-0.091666667,,,
2004,JAN,-1.3,,,
2004,FEB,1.2,,,
2004,MAR,0.4,,,
2004,APR,-0.9,,,
2004,MAY,1,,,
2004,JUN,-0.8,,,
2004,JUL,-0.5,,,
2004,AUG,-0.3,,,
2004,SEP,-0.3,,,
2004,OCT,-0.1,,,
2004,NOV,-0.7,,,
2004,DEC,-0.8,,,
2004,Annual_average,-0.258333333,,,
2005,JAN,0.3,,,
2005,FEB,-3.1,,,
2005,MAR,0.3,,,
2005,APR,-0.6,,,
2005,MAY,-0.8,,,
2005,JUN,0.4,,,
2005,JUL,0.2,,,
2005,AUG,-0.3,,,
2005,SEP,0.4,,,
2005,OCT,1.2,,,
2005,NOV,-0.2,,,
2005,DEC,0,,,
2005,Annual_average,-0.183333333,,,
2006,JAN,1.7,,,
2006,FEB,0.1,,,
2006,MAR,1.8,,,
2006,APR,1.1,,,
2006,MAY,-0.5,,,
2006,JUN,-0.2,,,
2006,JUL,-0.6,,,
2006,AUG,-1,,,
2006,SEP,-0.6,,,
2006,OCT,-1.3,,,
2006,NOV,0.1,,,
2006,DEC,-0.3,,,
2006,Annual_average,0.025,,,
2007,JAN,-0.8,,,
2007,FEB,-0.1,,,
2007,MAR,0.2,,,
2007,APR,-0.1,,,
2007,MAY,-0.1,,,
2007,JUN,0.5,,,
2007,JUL,-0.3,,,
2007,AUG,0.4,,,
2007,SEP,0.2,,,
2007,OCT,0.7,,,
2007,NOV,0.9,,,
2007,DEC,1.7,,,
2007,Annual_average,0.266666667,,,
2008,JAN,1.8,,,
2008,FEB,2.6,,,
2008,MAR,1.4,,,
2008,APR,0.7,,,
2008,MAY,-0.1,,,
2008,JUN,0.6,,,
2008,JUL,0.3,,,
2008,AUG,1,,,
2008,SEP,1.2,,,
2008,OCT,1.3,,,
2008,NOV,1.3,,,
2008,DEC,1.4,,,
2008,Annual_average,1.125,,,
2009,FEB,1.9,,,
2009,MAR,0.4,,,
2009,APR,0.8,,,
2009,MAY,-0.1,,,
2009,JUN,0.1,,,
2009,JUL,0.2,,,
2009,AUG,-0.2,,,
2009,SEP,0.3,,,
2009,OCT,-1.2,,,
2009,NOV,-0.6,,,
2009,DEC,-0.7,,,
2009,Annual_average,0.166666667,,,
2010,JAN,-1.1,,,
2010,FEB,-1.5,,,
2010,MAR,-0.7,,,
2010,APR,1.2,,,
2010,MAY,0.9,,,
2010,JUN,0.4,,,
2010,JUL,1.8,,,
2010,AUG,1.8,,,
2010,SEP,2.2,,,
2010,OCT,1.7,,,
2010,NOV,1.3,,,
2010,DEC,2.9,,,
2010,Annual_average,0.908333333,,,
2011,JAN,2.3,,,
2011,FEB,2.7,,,
2011,MAR,2.5,,,
2011,APR,1.9,,,
2011,MAY,0.4,,,
2011,JUN,0.2,,,
2011,JUL,1,,,
2011,AUG,0.4,,,
2011,SEP,1,,,
2011,OCT,0.8,,,
2011,NOV,1.1,,,
2011,DEC,2.5,,,
2011,Annual_average,1.4,,,
